time (PST),fog,fog tips,rain (mm),air temperature (C),relative humidity (%),wind speed (m/s),wind gust (m/s),wind direction (deg)
2006-09-06 02:00:00,0.0,0.0,0.0,17.8425,71.3825,0.3075,0.705,33.25
2006-09-06 03:00:00,0.0,0.0,0.0,18.3775,74.45,0.96,2.05,131.625
2006-09-06 04:00:00,0.0,0.0,0.0,18.02,75.05,1.6300000000000001,2.6625,124.35
2006-09-06 05:00:00,0.0,0.0,0.0,18.127499999999998,72.58500000000001,0.0,0.0,0.0
2006-09-06 06:00:00,0.0,0.0,0.0,17.59,78.725,0.0,0.0,0.0
2006-09-06 07:00:00,0.0,0.0,0.0,20.21,71.25,0.2975,0.7225,74.675
2006-09-06 08:00:00,0.0,0.0,0.0,22.65,63.845,1.7575,2.3875,160.825
2006-09-06 09:00:00,0.0,0.0,0.0,24.442500000000003,59.67,1.9875,2.475,163.3
2006-09-06 10:00:00,0.0,0.0,0.0,25.377499999999998,56.88,1.515,2.4625,174.95
2006-09-06 11:00:00,0.0,0.0,0.0,24.645,55.7225,0.0275,0.31,137.75
2006-09-06 12:00:00,0.0,0.0,0.0,20.895,64.6975,0.8025,1.395,324.8
2006-09-06 13:00:00,0.0,0.0,0.0,20.365000000000002,64.9325,1.45,1.7325,325.45
2006-09-06 14:00:00,0.0,0.0,0.0,19.76,66.2075,1.44,2.04,321.4
2006-09-06 15:00:00,0.0,0.0,0.0,18.9,67.965,2.665,3.0225,322.025
2006-09-06 16:00:00,0.0,0.0,0.0,18.245,70.6525,2.7024999999999997,3.025,323.325
2006-09-06 17:00:00,0.0,0.0,0.0,15.105,82.8,2.975,3.195,324.625
2006-09-06 18:00:00,0.0,0.0,0.0,12.985,92.2,2.4899999999999998,2.855,324.725
2006-09-06 19:00:00,0.0,0.0,0.0,12.445,95.1,2.9925,3.45,325.175
2006-09-06 20:00:00,0.0,0.0,0.0,12.3575,96.47500000000001,2.51,2.98,326.125
2006-09-06 21:00:00,0.0,0.0,0.0,12.22,97.25,3.9050000000000002,4.4625,325.05
2006-09-06 22:00:00,0.0,0.0,0.0,12.0675,98.0,4.1725,4.8175,328.15
2006-09-06 23:00:00,0.0,0.0,0.0,12.0875,98.425,1.9600000000000002,2.895,324.825
2006-09-07 00:00:00,32.998000000000005,7.0,0.0,11.99,98.6,2.0275,2.3175,325.925
2006-09-07 01:00:00,37.712,8.0,0.0,11.8875,98.75,1.44,1.6775,322.525
2006-09-07 02:00:00,23.57,5.0,0.0,11.8725,98.85,0.605,0.9824999999999999,239.2
2006-09-07 03:00:00,9.428,2.0,0.0,13.415,98.775,1.0875,2.2175000000000002,138.7
2006-09-07 04:00:00,4.714,1.0,0.0,14.4075,98.725,1.4125,2.215,139.775
2006-09-07 05:00:00,14.142000000000001,3.0,0.0,14.515,98.725,1.6,2.2725,138.425
2006-09-07 06:00:00,14.142000000000001,3.0,0.0,14.7775,98.725,2.885,3.3675,139.85
2006-09-07 07:00:00,4.714,1.0,0.0,15.26,98.7,3.3075,3.8724999999999996,148.275
2006-09-07 08:00:00,0.0,0.0,0.0,16.28,98.6,2.4425,2.9875,155.65
2006-09-07 09:00:00,0.0,0.0,0.0,20.0325,80.7,2.15,2.525,162.175
2006-09-07 10:00:00,0.0,0.0,0.0,21.6375,74.475,0.5875,1.585,221.02499999999998
2006-09-07 11:00:00,0.0,0.0,0.0,23.9325,63.395,0.3275,1.0775000000000001,217.9
2006-09-07 12:00:00,0.0,0.0,0.0,23.3875,62.0475,0.5475,1.3825,170.175
2006-09-07 13:00:00,0.0,0.0,0.0,22.12,65.26249999999999,0.42500000000000004,0.97,315.375
2006-09-07 14:00:00,0.0,0.0,0.0,18.745,75.15,1.3125,1.9175,319.675
2006-09-07 15:00:00,0.0,0.0,0.0,17.4025,78.35,1.53,1.9649999999999999,325.5
2006-09-07 16:00:00,0.0,0.0,0.0,14.7,88.125,1.895,2.335,325.95
2006-09-07 17:00:00,0.0,0.0,0.0,12.87,95.95,2.335,2.7,327.7
2006-09-07 18:00:00,0.0,0.0,0.0,12.502500000000001,97.8,2.05,2.3825,327.375
2006-09-07 19:00:00,0.0,0.0,0.0,12.3475,98.3,1.64,2.0225,330.475
2006-09-07 20:00:00,0.0,0.0,0.0,12.3025,98.525,0.895,1.51,326.6
2006-09-07 21:00:00,0.0,0.0,0.0,12.4575,98.65,0.01,0.2075,248.1
2006-09-07 22:00:00,0.0,0.0,0.0,13.7375,98.625,1.31,1.9700000000000002,109.175
2006-09-07 23:00:00,18.856,4.0,0.0,14.3825,98.6,2.85,3.7475,146.375
2006-09-08 00:00:00,18.856,4.0,0.0,13.89,98.725,2.7925,3.7199999999999998,136.95
2006-09-08 01:00:00,0.0,0.0,0.0,13.4625,98.8,2.9475,3.875,137.6
2006-09-08 02:00:00,0.0,0.0,0.0,13.2425,98.825,1.8399999999999999,2.545,146.2
2006-09-08 03:00:00,0.0,0.0,0.0,13.7475,98.675,2.4299999999999997,3.205,147.125
2006-09-08 04:00:00,0.0,0.0,0.0,14.4275,95.625,2.985,3.64,146.275
2006-09-08 05:00:00,0.0,0.0,0.0,14.3475,94.725,2.325,3.11,149.925
2006-09-08 06:00:00,4.714,1.0,0.0,14.31,93.125,1.625,2.795,145.675
2006-09-08 07:00:00,0.0,0.0,0.0,14.9,89.8,1.155,2.315,147.1
2006-09-08 08:00:00,0.0,0.0,0.0,15.8125,85.0,1.64,2.675,161.675
2006-09-08 09:00:00,0.0,0.0,0.0,14.9225,92.42500000000001,0.005,0.0925,80.575
2006-09-08 10:00:00,0.0,0.0,0.0,16.372500000000002,86.025,0.3075,0.71,79.55
2006-09-08 11:00:00,0.0,0.0,0.0,18.4675,76.3,0.32,1.04,173.675
2006-09-08 12:00:00,0.0,0.0,0.0,18.965,75.1,0.2,0.765,287.325
2006-09-08 13:00:00,0.0,0.0,0.0,19.927500000000002,69.0975,0.28,1.1375,304.70000000000005
2006-09-08 14:00:00,0.0,0.0,0.0,19.0075,70.1225,0.6525,1.21,317.475
2006-09-08 15:00:00,0.0,0.0,0.0,17.6625,74.125,1.5775,1.92,321.55
2006-09-08 16:00:00,0.0,0.0,0.0,16.0375,80.15,2.4325,2.845,325.3
2006-09-08 17:00:00,0.0,0.0,0.0,14.469999999999999,84.6,2.7225,2.98,320.725
2006-09-08 18:00:00,0.0,0.0,0.0,13.2325,92.175,1.7575,2.3575,323.5
2006-09-08 19:00:00,0.0,0.0,0.0,13.0875,95.25,0.9575,1.8525,321.525
2006-09-08 20:00:00,0.0,0.0,0.0,12.9925,96.3,0.3375,1.2275,324.875
2006-09-08 21:00:00,0.0,0.0,0.0,13.0275,94.525,0.0775,0.575,160.225
2006-09-08 22:00:00,0.0,0.0,0.0,13.1625,93.1,0.335,1.2225000000000001,241.675
2006-09-08 23:00:00,0.0,0.0,0.0,13.442499999999999,92.05,0.0,0.0,0.0
2006-09-09 00:00:00,0.0,0.0,0.0,13.532499999999999,93.025,0.0,0.0,0.0
2006-09-09 01:00:00,0.0,0.0,0.0,13.535,93.92500000000001,0.0,0.0,0.0
2006-09-09 02:00:00,0.0,0.0,0.0,13.565,94.3,0.0,0.0,0.0
2006-09-09 03:00:00,0.0,0.0,0.0,13.65,93.5,0.0,0.0,0.0
2006-09-09 04:00:00,0.0,0.0,0.0,14.405,85.7,0.052500000000000005,0.53,66.19999999999999
2006-09-09 05:00:00,0.0,0.0,0.0,14.31,85.975,0.12,0.445,90.15
2006-09-09 06:00:00,0.0,0.0,0.0,14.442499999999999,82.5,0.0,0.0,0.0
2006-09-09 07:00:00,0.0,0.0,0.0,15.05,77.9,0.0,0.0,0.0
2006-09-09 08:00:00,0.0,0.0,0.0,15.7225,75.925,0.05,0.4625,81.3
2006-09-09 09:00:00,0.0,0.0,0.0,16.8425,70.995,0.1975,0.9775,135.075
2006-09-09 10:00:00,0.0,0.0,0.0,17.745,70.225,0.11499999999999999,0.61,256.025
2006-09-09 11:00:00,0.0,0.0,0.0,17.997500000000002,71.5925,0.04,0.2975,223.025
2006-09-09 12:00:00,0.0,0.0,0.0,18.48,70.33500000000001,0.19999999999999998,0.9625,294.625
2006-09-09 13:00:00,0.0,0.0,0.0,19.2375,66.7775,0.2925,0.8925000000000001,305.375
2006-09-09 14:00:00,0.0,0.0,0.0,18.18,69.44,1.3125,1.7025000000000001,318.6
2006-09-09 15:00:00,0.0,0.0,0.0,17.4225,69.975,2.295,2.6275,325.175
2006-09-09 16:00:00,0.0,0.0,0.0,15.905,75.175,3.4225,3.7225,320.875
2006-09-09 17:00:00,0.0,0.0,0.0,14.5975,84.7,3.4275,3.775,320.925
2006-09-09 18:00:00,0.0,0.0,0.0,13.29,93.475,2.8225000000000002,3.2875,324.1
2006-09-09 19:00:00,0.0,0.0,0.0,13.015,95.65,2.8575,3.3075,324.425
2006-09-09 20:00:00,0.0,0.0,0.0,13.035,96.25,2.6125,3.0575,328.325
2006-09-09 21:00:00,0.0,0.0,0.0,12.875,97.325,2.5675,3.1125,323.1
2006-09-09 22:00:00,0.0,0.0,0.0,12.6875,97.6,2.45,2.84,326.275
2006-09-09 23:00:00,0.0,0.0,0.0,12.7925,97.9,2.35,2.7925,327.2
2006-09-10 00:00:00,0.0,0.0,0.0,12.625,98.125,1.9825,2.3825,323.9
2006-09-10 01:00:00,0.0,0.0,0.0,12.3925,98.275,1.6,2.105,325.5
2006-09-10 02:00:00,0.0,0.0,0.0,12.295,98.42500000000001,1.2149999999999999,1.6625,332.025
2006-09-10 03:00:00,0.0,0.0,0.0,12.115,98.55,1.205,1.635,333.1
2006-09-10 04:00:00,0.0,0.0,0.0,12.305,98.625,0.91,1.355,246.5
2006-09-10 05:00:00,0.0,0.0,0.0,12.182500000000001,98.7,0.7875,1.3875,328.2
2006-09-10 06:00:00,0.0,0.0,0.0,12.43,98.775,0.2025,0.48,163.375
2006-09-10 07:00:00,0.0,0.0,0.0,12.7,98.8,0.66,1.395,328.575
2006-09-10 08:00:00,0.0,0.0,0.0,13.45,98.725,0.1425,0.29,81.1
2006-09-10 09:00:00,0.0,0.0,0.0,15.89,93.9,0.05,0.22999999999999998,141.925
2006-09-10 10:00:00,0.0,0.0,0.0,17.5675,81.225,0.385,0.9974999999999999,311.75
2006-09-10 11:00:00,0.0,0.0,0.0,17.835,77.25,0.52,1.3075,318.65
2006-09-10 12:00:00,0.0,0.0,0.0,18.7,72.875,0.61,1.2850000000000001,310.95000000000005
2006-09-10 13:00:00,0.0,0.0,0.0,17.755000000000003,76.05000000000001,1.5425,2.2175,316.275
2006-09-10 14:00:00,0.0,0.0,0.0,16.1375,80.825,3.235,3.67,318.625
2006-09-10 15:00:00,0.0,0.0,0.0,15.4125,82.6,3.385,3.845,320.8
2006-09-10 16:00:00,0.0,0.0,0.0,14.7075,86.975,3.205,3.6875,321.15
2006-09-10 17:00:00,0.0,0.0,0.0,13.575,92.425,3.02,3.5949999999999998,330.7
2006-09-10 18:00:00,0.0,0.0,0.0,12.665,96.425,3.83,4.4375,325.04999999999995
2006-09-10 19:00:00,0.0,0.0,0.0,12.41,97.8,4.045,4.57,323.6
2006-09-10 20:00:00,0.0,0.0,0.0,12.285,98.35,3.3975,3.8225000000000002,324.825
2006-09-10 21:00:00,0.0,0.0,0.0,12.145,98.57499999999999,2.4775,2.97,325.225
2006-09-10 22:00:00,0.0,0.0,0.0,12.0475,98.725,2.065,2.5549999999999997,327.4
2006-09-10 23:00:00,32.998000000000005,7.0,0.0,11.8875,98.8,1.9925,2.375,330.425
2006-09-11 00:00:00,18.856,3.9999999999999996,0.0,11.425,98.9,0.73,1.2075,245.6
2006-09-11 01:00:00,56.568000000000005,12.0,0.0,11.015,98.95,0.8475,1.16,243.64999999999998
2006-09-11 02:00:00,28.284000000000002,6.0,0.0,11.615,98.9,0.96,1.4725,265.675
2006-09-11 03:00:00,47.14,10.0,0.0,11.085,99.025,0.6625,1.0575,194.55
2006-09-11 04:00:00,4.714,1.0,0.1,13.56,98.775,0.8625,1.515,129.5
2006-09-11 05:00:00,0.0,0.0,0.0,14.2575,98.7,2.73,3.3175,118.625
2006-09-11 06:00:00,0.0,0.0,0.0,14.515,98.7,2.59,3.0725,127.6
2006-09-11 07:00:00,0.0,0.0,0.0,15.2225,98.625,0.9450000000000001,1.6975,145.475
2006-09-11 08:00:00,0.0,0.0,0.0,18.2,88.75,2.25,2.76,152.8
2006-09-11 09:00:00,0.0,0.0,0.0,20.99,73.7,2.57,3.14,154.725
2006-09-11 10:00:00,0.0,0.0,0.0,22.59,67.0025,2.275,2.8325,164.05
2006-09-11 11:00:00,0.0,0.0,0.0,23.4725,63.2875,0.8175,1.48,222.72500000000002
2006-09-11 12:00:00,0.0,0.0,0.0,23.1725,64.18,0.0975,0.6425000000000001,309.3
2006-09-11 13:00:00,0.0,0.0,0.0,20.9125,69.07,0.6325000000000001,1.3775,318.6
2006-09-11 14:00:00,0.0,0.0,0.0,19.33,72.7,1.53,1.8725,326.575
2006-09-11 15:00:00,0.0,0.0,0.0,18.71,74.375,1.7675,1.9475,324.45
2006-09-11 16:00:00,0.0,0.0,0.0,17.655,78.1,2.2275,2.4225,321.375
2006-09-11 17:00:00,0.0,0.0,0.0,14.795,89.625,2.6275,2.815,321.825
2006-09-11 18:00:00,0.0,0.0,0.0,13.1475,96.225,2.46,2.7199999999999998,322.675
2006-09-11 19:00:00,0.0,0.0,0.0,12.7,97.95,2.3575,2.5324999999999998,323.3
2006-09-11 20:00:00,14.142000000000001,3.0,0.0,12.3875,98.425,2.1475,2.3925,326.15
2006-09-11 21:00:00,18.856,4.0,0.0,15.14,84.11999999999999,1.945,2.1675,326.825
2006-09-11 22:00:00,0.0,0.0,0.0,22.035,34.4325,1.7875,2.0524999999999998,329.35
2006-09-11 23:00:00,0.0,0.0,0.0,24.2775,23.6175,1.6825,2.07,331.375
2006-09-12 00:00:00,0.0,0.0,0.0,22.015,40.1475,0.46499999999999997,1.3675,324.525
2006-09-12 01:00:00,0.0,0.0,0.0,18.02,63.0275,1.4625,2.1425,332.1
2006-09-12 02:00:00,0.0,0.0,0.0,18.965,53.2675,2.0,2.34,327.95
2006-09-12 03:00:00,0.0,0.0,0.0,21.2025,41.082499999999996,1.9,2.3275,328.425
2006-09-12 04:00:00,0.0,0.0,0.0,22.48,34.885,1.725,2.335,326.35
2006-09-12 05:00:00,0.0,0.0,0.0,19.7875,56.9825,0.4175,0.8775,161.2
2006-09-12 06:00:00,0.0,0.0,0.0,12.2475,94.425,1.0875,1.9224999999999999,326.925
2006-09-12 07:00:00,0.0,0.0,0.0,13.3475,95.475,1.48,2.1075,329.775
2006-09-12 08:00:00,0.0,0.0,0.0,16.4975,84.225,0.7325,1.0725,330.475
2006-09-12 09:00:00,0.0,0.0,0.0,17.9775,78.5,0.1,0.6325000000000001,160.52499999999998
2006-09-12 10:00:00,0.0,0.0,0.0,19.5625,71.6175,0.0,0.0,0.0
2006-09-12 11:00:00,0.0,0.0,0.0,21.1875,64.615,0.5575,1.3599999999999999,322.1
2006-09-12 12:00:00,0.0,0.0,0.0,21.745,61.3225,1.8025,2.365,321.92499999999995
2006-09-12 13:00:00,0.0,0.0,0.0,21.252499999999998,61.27,2.2625,2.645,318.05
2006-09-12 14:00:00,0.0,0.0,0.0,19.6625,68.35499999999999,2.375,2.7725,319.65
2006-09-12 15:00:00,0.0,0.0,0.0,19.5125,62.1225,3.36,3.9375,319.625
2006-09-12 16:00:00,0.0,0.0,0.0,19.03,56.2925,3.635,4.0925,321.0
2006-09-12 17:00:00,0.0,0.0,0.0,15.255,83.0,3.635,4.0775,323.45000000000005
2006-09-12 18:00:00,0.0,0.0,0.0,15.14,80.5825,3.39,3.7725,321.925
2006-09-12 19:00:00,0.0,0.0,0.0,18.4625,60.465,3.225,3.9225,320.7
2006-09-12 20:00:00,0.0,0.0,0.0,20.4425,46.69,3.5075,4.0875,318.4
2006-09-12 21:00:00,0.0,0.0,0.0,18.025,59.3225,3.505,3.9475,319.15
2006-09-12 22:00:00,0.0,0.0,0.0,16.095,71.69,3.73,4.3875,321.15
2006-09-12 23:00:00,0.0,0.0,0.0,15.030000000000001,78.5,3.39,3.785,322.75
2006-09-13 00:00:00,0.0,0.0,0.0,15.002500000000001,76.775,3.6550000000000002,4.3149999999999995,329.5
2006-09-13 01:00:00,0.0,0.0,0.0,12.7275,96.375,4.115,4.6675,325.825
2006-09-13 02:00:00,0.0,0.0,0.0,12.657499999999999,97.775,3.67,4.2,326.375
2006-09-13 03:00:00,18.856,4.0,0.0,12.66,98.25,3.535,4.0649999999999995,325.75
2006-09-13 04:00:00,18.856,4.0,0.0,12.825,98.5,2.085,2.82,328.05
2006-09-13 05:00:00,18.856,4.0,0.0,12.8425,98.675,2.335,2.835,325.0
2006-09-13 06:00:00,23.57,5.0,0.0,12.8825,98.775,3.0475,3.5300000000000002,326.225
2006-09-13 07:00:00,4.714,1.0,0.0,13.245000000000001,98.8,0.85,1.63,239.025
2006-09-13 08:00:00,4.714,1.0,0.0,13.185,98.8,1.37,2.2275,318.5
2006-09-13 09:00:00,4.714,1.0,0.0,13.6275,98.8,0.99,1.945,316.525
2006-09-13 10:00:00,0.0,0.0,0.0,13.685,98.9,1.94,2.3475,320.3
2006-09-13 11:00:00,0.0,0.0,0.0,14.192499999999999,98.8,1.6675,2.0375,320.25
2006-09-13 12:00:00,0.0,0.0,0.0,16.52,95.25,0.8574999999999999,1.5274999999999999,319.575
2006-09-13 13:00:00,0.0,0.0,0.0,16.715,86.225,1.9575,2.4699999999999998,321.9
2006-09-13 14:00:00,0.0,0.0,0.0,15.82,87.825,2.7925,3.1950000000000003,319.95000000000005
2006-09-13 15:00:00,0.0,0.0,0.0,14.775,92.025,3.3975,3.755,322.675
2006-09-13 16:00:00,0.0,0.0,0.0,14.33,93.75,3.27,3.895,326.825
2006-09-13 17:00:00,0.0,0.0,0.0,13.3975,96.075,3.55,4.295,329.725
2006-09-13 18:00:00,0.0,0.0,0.0,13.05,97.575,3.56,4.0175,324.95
2006-09-13 19:00:00,0.0,0.0,0.0,13.0825,98.3,3.2375,3.7975000000000003,325.85
2006-09-13 20:00:00,0.0,0.0,0.0,13.14,98.525,3.54,4.1450000000000005,325.8
2006-09-13 21:00:00,0.0,0.0,0.0,13.125,98.625,2.415,3.135,321.0
2006-09-13 22:00:00,4.714,1.0,0.0,12.995000000000001,98.725,2.41,3.2475,318.5
2006-09-13 23:00:00,9.428,2.0,0.0,12.9175,98.8,2.7875,3.4075,315.825
2006-09-14 00:00:00,9.428,2.0,0.0,12.835,98.9,1.8825,2.3525,322.6
2006-09-14 01:00:00,4.714,1.0,0.0,12.725,98.9,1.1600000000000001,1.8725,321.9
2006-09-14 02:00:00,0.0,0.0,0.0,12.7325,98.92500000000001,1.0525,1.6575,322.325
2006-09-14 03:00:00,0.0,0.0,0.0,12.879999999999999,98.95,0.46499999999999997,0.94,236.075
2006-09-14 04:00:00,4.714,1.0,0.0,13.1725,98.975,0.0025,0.0575,73.8
2006-09-14 05:00:00,0.0,0.0,0.0,13.370000000000001,98.92500000000001,0.0,0.0,0.0
2006-09-14 06:00:00,4.714,1.0,0.1,13.469999999999999,98.975,0.0,0.0,0.0
2006-09-14 07:00:00,0.0,0.0,0.0,13.825,98.9,0.0,0.0,0.0
2006-09-14 08:00:00,0.0,0.0,0.0,13.88,98.9,0.0,0.0,0.0
2006-09-14 09:00:00,0.0,0.0,0.0,14.0475,98.975,0.0,0.0,0.0
2006-09-14 10:00:00,0.0,0.0,0.0,14.7675,98.9,0.1025,0.5425,142.675
2006-09-14 11:00:00,0.0,0.0,0.0,15.407499999999999,98.825,0.175,0.67,230.77499999999998
2006-09-14 12:00:00,0.0,0.0,0.0,17.5125,90.825,0.7250000000000001,1.5575,213.3
2006-09-14 13:00:00,0.0,0.0,0.0,18.83,76.475,0.69,1.53,244.45
2006-09-14 14:00:00,0.0,0.0,0.0,17.1325,81.425,0.2725,1.025,316.95
2006-09-14 15:00:00,0.0,0.0,0.0,16.43,82.525,0.8,1.5675,323.925
2006-09-14 16:00:00,0.0,0.0,0.0,14.6025,89.3,2.3525,2.7,324.25
2006-09-14 17:00:00,0.0,0.0,0.0,13.8125,93.525,1.8275,2.1975,321.675
2006-09-14 18:00:00,0.0,0.0,0.0,13.485,94.75,0.4825,1.5425,322.275
2006-09-14 19:00:00,0.0,0.0,0.0,13.3225,95.725,1.4874999999999998,2.1675,320.45000000000005
2006-09-14 20:00:00,0.0,0.0,0.0,13.165,93.875,1.0474999999999999,1.675,320.725
2006-09-14 21:00:00,0.0,0.0,0.0,13.2525,94.075,0.4125,1.1600000000000001,324.925
2006-09-14 22:00:00,0.0,0.0,0.0,13.3475,95.45,1.2575,1.96,320.175
2006-09-14 23:00:00,0.0,0.0,0.0,13.5275,97.1,0.6925,1.5725,321.825
2006-09-15 00:00:00,0.0,0.0,0.0,13.575,97.725,0.8250000000000001,1.455,330.425
2006-09-15 01:00:00,0.0,0.0,0.0,13.2,97.525,1.2950000000000002,1.8375,330.95
2006-09-15 02:00:00,0.0,0.0,0.0,12.98,94.475,1.04,1.67,324.525
2006-09-15 03:00:00,0.0,0.0,0.0,12.7775,91.775,0.8825000000000001,1.5125,326.75
2006-09-15 04:00:00,0.0,0.0,0.0,12.405000000000001,88.7,2.51,3.17,325.35
2006-09-15 05:00:00,0.0,0.0,0.0,12.06,89.375,2.9025,3.4675000000000002,321.175
2006-09-15 06:00:00,0.0,0.0,0.0,11.6425,91.075,2.325,2.7225,319.75
2006-09-15 07:00:00,0.0,0.0,0.0,12.33,86.95,2.93,3.575,321.225
2006-09-15 08:00:00,0.0,0.0,0.0,12.9075,81.15,2.935,3.49,323.175
2006-09-15 09:00:00,0.0,0.0,0.0,13.31,76.0,3.2375,3.815,322.65
2006-09-15 10:00:00,0.0,0.0,0.0,14.08,74.35,2.9050000000000002,3.5075,327.375
2006-09-15 11:00:00,0.0,0.0,0.0,14.915,74.0,3.22,4.0,328.925
2006-09-15 12:00:00,0.0,0.0,0.0,14.9025,74.475,4.6325,5.6975,324.225
2006-09-15 13:00:00,0.0,0.0,0.0,14.915,75.975,5.7475000000000005,6.797499999999999,320.975
2006-09-15 14:00:00,0.0,0.0,0.0,14.83,78.725,5.5425,6.7025,330.025
2006-09-15 15:00:00,0.0,0.0,0.0,14.4825,83.075,5.805,6.5625,325.1
2006-09-15 16:00:00,0.0,0.0,0.0,14.01,87.15,5.705,6.345,321.575
2006-09-15 17:00:00,0.0,0.0,0.0,13.59,90.525,5.495,6.13,323.1
2006-09-15 18:00:00,0.0,0.0,0.0,13.2875,90.6,4.175,4.8675,326.75
2006-09-15 19:00:00,0.0,0.0,0.0,13.1975,85.15,4.0175,4.575,321.8
2006-09-15 20:00:00,0.0,0.0,0.0,12.8225,88.0,3.7775,4.5,319.225
2006-09-15 21:00:00,0.0,0.0,0.0,12.567499999999999,90.6,3.5524999999999998,4.3675,321.3
2006-09-15 22:00:00,0.0,0.0,0.0,12.335,91.9,2.39,3.33,326.25
2006-09-15 23:00:00,0.0,0.0,0.0,12.2,92.925,2.8075,3.3625,322.65
2006-09-16 00:00:00,0.0,0.0,0.0,12.127500000000001,94.475,2.1075,2.7975,328.575
2006-09-16 01:00:00,0.0,0.0,0.0,11.7775,92.5,2.7525,3.2725,322.6
2006-09-16 02:00:00,0.0,0.0,0.0,11.545,89.275,2.56,3.06,327.225
2006-09-16 03:00:00,0.0,0.0,0.0,12.0975,92.975,0.0525,0.3375,79.925
2006-09-16 04:00:00,0.0,0.0,0.0,11.9525,94.14999999999999,0.0575,0.4725,171.14999999999998
2006-09-16 05:00:00,0.0,0.0,0.0,11.55,94.9,0.13,0.7175,246.97500000000002
2006-09-16 06:00:00,0.0,0.0,0.0,11.4125,92.625,0.365,1.3775,326.15
2006-09-16 07:00:00,0.0,0.0,0.0,13.0725,84.4,0.0,0.0,0.0
2006-09-16 08:00:00,0.0,0.0,0.0,17.252499999999998,67.8675,0.037500000000000006,0.375,125.25
2006-09-16 09:00:00,0.0,0.0,0.0,17.8175,66.35,0.055,0.49250000000000005,317.45
2006-09-16 10:00:00,0.0,0.0,0.0,17.6475,65.405,1.0950000000000002,1.7625,321.075
2006-09-16 11:00:00,0.0,0.0,0.0,17.6525,59.745,2.16,2.5949999999999998,321.6
2006-09-16 12:00:00,0.0,0.0,0.0,18.07,51.2025,3.17,3.895,327.175
2006-09-16 13:00:00,0.0,0.0,0.0,18.115,49.4825,3.87,4.5024999999999995,322.57500000000005
2006-09-16 14:00:00,0.0,0.0,0.0,18.73,58.4075,2.99,3.45,328.775
2006-09-16 15:00:00,0.0,0.0,0.0,18.1125,61.8575,3.1725,3.8,328.875
2006-09-16 16:00:00,0.0,0.0,0.0,16.245,71.5975,4.01,4.405,322.5
2006-09-16 17:00:00,0.0,0.0,0.0,15.2025,79.15,3.8674999999999997,4.28,322.5
2006-09-16 18:00:00,0.0,0.0,0.0,14.497499999999999,80.19999999999999,3.4875,4.0275,326.45
2006-09-16 19:00:00,0.0,0.0,0.0,15.5125,69.385,2.965,3.4475,325.4
2006-09-16 20:00:00,0.0,0.0,0.0,17.66,51.839999999999996,2.015,2.8175,331.075
2006-09-16 21:00:00,0.0,0.0,0.0,19.377499999999998,41.06,1.185,1.7125,248.65
2006-09-16 22:00:00,0.0,0.0,0.0,20.22,35.167500000000004,0.8,2.035,331.925
2006-09-16 23:00:00,0.0,0.0,0.0,21.535,24.814999999999998,1.735,2.3625,327.125
2006-09-17 00:00:00,0.0,0.0,0.0,24.2075,12.6425,1.02,1.8975,333.8
2006-09-17 01:00:00,0.0,0.0,0.0,24.9325,10.6725,0.5875,1.5975,218.39
2006-09-17 02:00:00,0.0,0.0,0.0,24.18,11.3725,0.185,1.1199999999999999,239.1
2006-09-17 03:00:00,0.0,0.0,0.0,23.122500000000002,13.17,0.2875,1.15,118.075
2006-09-17 04:00:00,0.0,0.0,0.0,22.475,14.1375,0.0325,0.4,108.825
2006-09-17 05:00:00,0.0,0.0,0.0,22.55,13.2525,0.0125,0.14500000000000002,118.55000000000001
2006-09-17 06:00:00,0.0,0.0,0.0,22.9725,12.8125,0.055,0.5925,185.2
2006-09-17 07:00:00,0.0,0.0,0.0,25.67,11.7125,0.44,1.5925,174.15
2006-09-17 08:00:00,0.0,0.0,0.0,27.98,9.5275,3.105,4.7175,153.375
2006-09-17 09:00:00,0.0,0.0,0.0,29.3575,11.23,3.0549999999999997,5.297499999999999,151.75
2006-09-17 10:00:00,0.0,0.0,0.0,30.005000000000003,15.2075,3.0124999999999997,4.745,157.89999999999998
2006-09-17 11:00:00,0.0,0.0,0.0,29.875,22.2775,3.2375,3.8600000000000003,161.0
2006-09-17 12:00:00,0.0,0.0,0.0,29.9625,16.7875,2.0575,3.0125,162.825
2006-09-17 13:00:00,0.0,0.0,0.0,28.2775,33.245000000000005,0.025,0.3375,165.52499999999998
2006-09-17 14:00:00,0.0,0.0,0.0,26.745,26.575000000000003,0.05,0.2475,165.625
2006-09-17 15:00:00,0.0,0.0,0.0,26.59,25.6625,0.07,0.44,243.275
2006-09-17 16:00:00,0.0,0.0,0.0,23.4575,39.215,0.1275,0.46749999999999997,165.5
2006-09-17 17:00:00,0.0,0.0,0.0,20.5075,47.260000000000005,0.45499999999999996,0.7825,161.925
2006-09-17 18:00:00,0.0,0.0,0.0,19.42,41.64,1.0625,1.5750000000000002,242.425
2006-09-17 19:00:00,0.0,0.0,0.0,21.072499999999998,23.275,2.385,2.7675,330.95
2006-09-17 20:00:00,0.0,0.0,0.0,22.884999999999998,16.305,2.235,2.6725,330.075
2006-09-17 21:00:00,0.0,0.0,0.0,23.33,16.630000000000003,2.1950000000000003,2.545,331.5
